Running BrowserMob Proxy using LittleProxy implementation. To revert to the legacy implementation, run the proxy with the command-line option '--use-littleproxy false'.
[INFO  2024-06-06T16:56:33,461 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-4) (AWAITING_INITIAL) [id: 0xbb025156, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50742]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,461 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-3) (AWAITING_INITIAL) [id: 0xb7b77134, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50764]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,462 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-3) (AWAITING_INITIAL) [id: 0x5f3884e5, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50741]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,462 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-4) (AWAITING_INITIAL) [id: 0x65765364, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50786]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,462 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-2) (AWAITING_INITIAL) [id: 0xe4e65e19, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50836]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,463 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-2) (AWAITING_INITIAL) [id: 0xb97befeb, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50739]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,463 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-6) (AWAITING_INITIAL) [id: 0x69042cc3, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50807]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,463 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-2) (AWAITING_INITIAL) [id: 0xb3a67021, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50763]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,465 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-7) (AWAITING_INITIAL) [id: 0xc065f884, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50603]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,465 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-2) (AWAITING_INITIAL) [id: 0x3f809ed3, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50819]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,465 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-5) (AWAITING_INITIAL) [id: 0x645b160f, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50766]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,465 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-6) (AWAITING_INITIAL) [id: 0xa88efb97, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50767]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,465 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-7) (AWAITING_INITIAL) [id: 0x2c9af535, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50774]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,466 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-5) (AWAITING_INITIAL) [id: 0x1e2c639e, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50824]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,466 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-6) (AWAITING_INITIAL) [id: 0xa6709941, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50893]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,466 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-7) (AWAITING_INITIAL) [id: 0x1f2c8a33, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50809]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,466 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-5) (AWAITING_INITIAL) [id: 0xca8e79dc, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50883]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,466 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-6) (AWAITING_INITIAL) [id: 0x27fd177f, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50730]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,466 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-6) (AWAITING_INITIAL) [id: 0x4830d1a3, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50826]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,467 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-1-ClientToProxyWorker-6) (AWAITING_INITIAL) [id: 0x5884210c, L:/0:0:0:0:0:0:0:1:8081 - R:/0:0:0:0:0:0:0:1:50744]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,889 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-3) (AWAITING_INITIAL) [id: 0xe3e71e74, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50803]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,889 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-4) (AWAITING_INITIAL) [id: 0x37294abd, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50871]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,889 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-0) (AWAITING_INITIAL) [id: 0x4b03e4cf, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50649]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,889 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-1) (AWAITING_INITIAL) [id: 0x33e780d3, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50411]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,889 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-6) (AWAITING_INITIAL) [id: 0x27c2b6c3, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50727]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,890 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-4) (AWAITING_INITIAL) [id: 0xc71d8c92, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50806]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,890 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-1) (AWAITING_INITIAL) [id: 0xa4cd3d3e, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50889]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,890 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-6) (AWAITING_INITIAL) [id: 0x9fbd9a3c, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50703]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,892 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-4) (AWAITING_INITIAL) [id: 0x502ed6c5, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50524]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,892 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-6) (AWAITING_INITIAL) [id: 0x83559349, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50677]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,892 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-7) (AWAITING_INITIAL) [id: 0xc96b09ea, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50678]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,892 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-3) (AWAITING_INITIAL) [id: 0x3f596cbe, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50671]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,892 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-4) (AWAITING_INITIAL) [id: 0x85cc8215, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50906]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,893 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-0) (AWAITING_INITIAL) [id: 0xedf32363, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50680]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,893 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-7) (AWAITING_INITIAL) [id: 0x3f8f268c, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50705]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,893 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-6) (AWAITING_INITIAL) [id: 0x403b483e, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50853]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,893 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-4) (AWAITING_INITIAL) [id: 0x8cd86647, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50672]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,893 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-3) (AWAITING_INITIAL) [id: 0xaf4e29f3, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50771]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,893 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-5) (AWAITING_INITIAL) [id: 0xa62dbf7b, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50525]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,893 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-0) (AWAITING_INITIAL) [id: 0x868dff1e, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50880]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,893 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-7) (AWAITING_INITIAL) [id: 0x4243ffaf, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50748]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,894 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-1) (AWAITING_INITIAL) [id: 0xb159e3de, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50796]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,894 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-1) (AWAITING_INITIAL) [id: 0xbe6f9392, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50681]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,894 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-2) (AWAITING_INITIAL) [id: 0xab89b256, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50682]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,895 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-6) (AWAITING_INITIAL) [id: 0x29313283, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50527]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,895 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-2) (AWAITING_INITIAL) [id: 0x635b17eb, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50802]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,895 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-5) (AWAITING_INITIAL) [id: 0xf138f67c, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50691]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,896 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-2) (AWAITING_INITIAL) [id: 0x08aec70b, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50847]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,896 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-5) (AWAITING_INITIAL) [id: 0x52eaadd6, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50872]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
[INFO  2024-06-06T16:56:33,896 org.littleshoot.proxy.impl.ClientToProxyConnection] (LittleProxy-0-ClientToProxyWorker-5) (AWAITING_INITIAL) [id: 0x48e7c4d8, L:/0:0:0:0:0:0:0:1:8083 - R:/0:0:0:0:0:0:0:1:50673]: An IOException occurred on ClientToProxyConnection: An existing connection was forcibly closed by the remote host 
